Podsumowanie; Typ podsumowania ;Średnia ważona; T1; T2; T3; T4; T5; T6; T7; T8; T9; T10; T11
Less than 5000 of people being/having Sex: Male are/have Age: Young; Z kwalifikatorem; 0,922; 1; 0,874; 0,122; 0,122; 1; 0,877; 0,877; 1; 0,271; 1; 1
Less than 5000 are/have Age: Young; Bez kwalifikatora; 0,791; 1; 0,874; 0,126; 0,126; 1; 0,877; 0,877; 1

